기준_년_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,기준_분기_코드
2020,R,전통시장,1001298,성동용답상가시장,10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001299,한아름시장,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001300,화양제일골목시장,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001301,중곡제일시장,17,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001302,면곡골목시장,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001303,신성골목시장,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
2020,R,전통시장,1001304,자양골목시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001306,노룬산골목시장,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001308,영동교골목시장,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001309,조양시장,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001310,구의시장,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001311,동부청과시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001313,청량리수산시장,14,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001314,경동시장,11,NA,3,NA,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001315,동서시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001316,서울약령시장,40,1,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,7,3
2020,R,전통시장,1001319,청량리종합시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001320,전농로터리시장,8,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001322,동부시장,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3
2020,R,전통시장,1001323,답십리시장,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001324,전곡시장,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001325,청량리청과물시장,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001326,회기시장,13,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001327,이경시장,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3
2020,R,전통시장,1001329,동부골목시장,25,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001330,동원시장,43,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,3
2020,R,전통시장,1001331,면목골목시장,12,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001332,사가정시장,28,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3
2020,R,전통시장,1001333,중화제일시장,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001334,태능시장,14,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001335,묵1동도깨비시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001336,우림골목시장,43,NA,2,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3
2020,R,전통시장,1001338,돈암제일시장,23,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,3,3
2020,R,전통시장,1001339,정릉아리랑시장,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001340,정릉시장,20,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3
2020,R,전통시장,1001341,길음시장,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001342,밤나무골시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001343,장위전통시장,10,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001344,번동시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001345,새석관시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001346,석관시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001347,석관황금시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001348,동북시장,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001349,방천골목시장,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3
2020,R,전통시장,1001350,숭인시장,29,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,3,3
2020,R,전통시장,1001351,솔샘시장,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001352,번동북부골목시장,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001353,수유전통시장,19,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001354,우이시장,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001355,강북종합시장,8,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001356,수유중앙시장,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001357,장미원골목시장,8,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001358,수유북부시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001359,창동신창시장,14,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001360,창동골목시장,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001361,신도봉시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001362,백운시장,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001363,쌍문역골목시장,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001364,방학동도깨비시장,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
2020,R,전통시장,1001365,공릉동도깨비시장,20,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001366,상계시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001367,상계중앙시장,18,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001368,연서시장,18,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,3
2020,R,전통시장,1001369,갈현시장,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001371,대조시장,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001372,녹번시장,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001373,신응암시장,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001374,대림골목시장,11,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001376,수일시장,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001377,영천시장,17,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3
2020,R,전통시장,1001378,아현가구거리상점가,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3
2020,R,전통시장,1001379,인왕시장,9,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001380,포방터시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001381,모래내시장,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001383,공덕시장,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001385,아현시장,20,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3
2020,R,전통시장,1001386,신수시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001387,서교시장,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001390,망원시장,13,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001391,망원월드컵시장,12,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
2020,R,전통시장,1001392,동진시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001393,마포농수산물시장,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
2020,R,전통시장,1001394,목2동시장,24,1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001395,목3동시장,37,NA,2,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3
2020,R,전통시장,1001396,목4동시장,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001397,신영시장,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001398,월정로시장,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001399,경창시장,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001400,신월3동골목시장,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001402,신월6동골목시장,20,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001403,신월7동골목시장,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001404,신정제일시장,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001406,신정3동골목시장,20,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,2,3
2020,R,전통시장,1001407,등마루시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001408,신월중앙시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001409,화곡중앙골목시장,15,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001411,남부골목시장,16,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,3
2020,R,전통시장,1001412,화곡본동시장,10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001413,까치산시장,34,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,3
2020,R,전통시장,1001414,송화골목시장,30,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,3
2020,R,전통시장,1001415,방신전통시장,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001416,공항시장,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001418,남구로시장,27,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,3
2020,R,전통시장,1001419,가리봉시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001420,고척근린시장,17,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001421,개봉중앙시장,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001422,오류시장,15,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001423,독산동 우시장,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001424,남문시장,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001427,현대시장,24,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001428,박미시장,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001429,은행나무시장,11,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001430,영등포전통시장,132,3,8,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,1,19,3
2020,R,전통시장,1001431,영등포청과시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001433,영일시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001435,대신시장,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001436,사러가시장,8,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001440,노량진중앙시장,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,3
2020,R,전통시장,1001441,본동인정시장,19,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,3
2020,R,전통시장,1001442,신노량진시장,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001444,상도전통시장,19,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,3
2020,R,전통시장,1001445,영도시장,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001446,성대시장,18,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001447,상도4동도깨비골목시장,16,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,3
2020,R,전통시장,1001448,흑석시장,25,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,3,3
2020,R,전통시장,1001449,남성사계시장,36,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,3
2020,R,전통시장,1001450,남성역골목시장,30,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3
2020,R,전통시장,1001451,사당시장,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001452,중부시장,14,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001453,낙성대시장,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001454,봉천제일종합시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001455,봉일시장,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001456,봉천현대시장,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001457,봉천중앙시장,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001458,인헌시장,22,2,1,NA,NA,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001459,신원시장,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3
2020,R,전통시장,1001460,관악신사시장,13,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3
2020,R,전통시장,1001462,강남골목시장,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001463,신림중앙시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001464,삼성동시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001465,신신림시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001466,미성동도깨비시장,12,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001467,우림시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001468,남부종합시장,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001469,양재시장,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001471,영동전통시장,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001473,청담삼익시장,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001474,도곡시장,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001475,강남개포시장,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3
2020,R,전통시장,1001476,풍납시장,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001477,마천시장,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001478,방이시장,42,NA,1,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,3
2020,R,전통시장,1001479,석촌시장,6,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001480,새마을시장,19,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001481,명일골목시장,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001482,고덕전통시장,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001483,암사종합시장,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,R,전통시장,1001484,양지골목시장,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001485,고분다리골목시장,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
2020,R,전통시장,1001487,천호시장,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3
2020,R,전통시장,1001488,성내골목시장,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
2020,R,전통시장,1001489,둔촌역전통시장,36,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,3
2020,R,전통시장,1001490,길동복조리시장,17,3,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3
2020,U,관광특구,1001491,이태원 관광특구,144,4,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,20,NA,NA,NA,2,27,3
2020,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,593,21,63,NA,NA,37,NA,NA,NA,NA,NA,1,1,51,25,NA,NA,NA,2,50,3
2020,U,관광특구,1001493,동대문패션타운 관광특구,165,3,13,2,2,12,NA,1,1,3,NA,NA,4,14,16,NA,NA,NA,4,21,3
2020,U,관광특구,1001494,종로·청계 관광특구,327,5,25,NA,NA,33,NA,NA,NA,NA,NA,NA,4,14,49,NA,NA,NA,5,39,3
2020,U,관광특구,1001495,잠실 관광특구,242,7,12,NA,NA,9,1,NA,NA,NA,NA,NA,NA,23,22,NA,NA,NA,3,31,3
2020,U,관광특구,1001496,강남 마이스 관광특구,52,4,10,NA,NA,2,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,14,3
2020,A,골목상권,1000001,계동길,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,38,NA,NA,NA,NA,10,4
2020,A,골목상권,1000002,난계로27길,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,4
2020,A,골목상권,1000003,돈화문로11가길,41,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,4,4
2020,A,골목상권,1000004,명륜길,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,5,4
2020,A,골목상권,1000005,백석동길,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,4
