기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2021,3,A,골목상권,2110420,광운대역 1번,87,3,2,NA,NA,3,4,2,2,1,17,NA,NA,NA,NA,NA,NA,NA,2,23
2021,3,A,골목상권,2110421,석계역 1번,112,3,1,NA,NA,8,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,48
2021,3,A,골목상권,2110422,노원역 9번,101,3,NA,NA,1,12,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,3,A,골목상권,2110423,석계역 2번,147,4,3,NA,NA,13,4,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,4,44
2021,3,A,골목상권,2110424,상계초등학교,146,5,2,NA,1,16,NA,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,44
2021,3,A,골목상권,2110425,계상초등학교,180,8,4,NA,NA,23,1,3,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,54
2021,3,A,골목상권,2110426,상계2동주민센터,143,3,3,NA,2,15,1,3,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,34
2021,3,A,골목상권,2110427,노원 을지대학교병원,78,4,2,1,NA,7,NA,1,NA,1,11,NA,NA,NA,NA,NA,NA,NA,1,31
2021,3,A,골목상권,2110428,상계5동주민센터,151,2,4,NA,NA,22,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,40
2021,3,A,골목상권,2110429,공릉동 국수거리,170,4,5,NA,4,19,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,3,52
2021,3,A,골목상권,2110430,중계초등학교,85,1,3,NA,NA,14,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,14
2021,3,A,골목상권,2110431,상계역,117,1,4,NA,NA,18,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,21
2021,3,A,골목상권,2110432,대진고등학교,112,3,5,1,NA,8,NA,1,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,3,A,골목상권,2110433,공릉역 2번,137,5,5,NA,NA,15,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,38
2021,3,A,골목상권,2110434,태릉입구역 4번,105,3,4,NA,3,13,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,23
2021,3,A,골목상권,2110435,서울과학기술대,80,1,2,NA,NA,5,NA,1,1,2,29,NA,NA,NA,NA,NA,NA,NA,NA,29
2021,3,A,골목상권,2110436,상계제일중학교,82,2,3,NA,NA,15,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,8
2021,3,A,골목상권,2110437,당고개역 2번,75,3,NA,NA,NA,9,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,10
2021,3,A,골목상권,2110438,경춘선숲길 우측,117,3,4,1,NA,11,2,1,NA,NA,19,NA,1,NA,NA,NA,NA,NA,NA,32
2021,3,A,골목상권,2110439,당고개역 5번,54,2,1,NA,NA,5,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,5
2021,3,A,골목상권,2110440,상계3동4동주민센터,41,1,1,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4
2021,3,A,골목상권,2110441,영신여고,34,2,NA,NA,NA,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2021,3,A,골목상권,2110442,화랑대철도공원,37,1,1,NA,NA,1,NA,2,1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,6
2021,3,A,골목상권,2110443,수색역 1번,31,4,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7
2021,3,A,골목상권,2110444,수색성당,48,1,NA,NA,NA,4,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,15
2021,3,A,골목상권,2110445,덕산중학교,28,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,3,A,골목상권,2110446,내를건너서숲으로도서관,28,4,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,3,A,골목상권,2110447,구산초등학교,35,1,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,3,A,골목상권,2110448,상신초등학교입구,59,2,NA,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,3,A,골목상권,2110449,증산역 3번,64,4,NA,NA,NA,6,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,15
2021,3,A,골목상권,2110450,시립서북병원,113,4,1,NA,2,7,1,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,39
2021,3,A,골목상권,2110451,증산역 4번,81,4,NA,NA,NA,5,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,28
2021,3,A,골목상권,2110452,새절역 3번,83,3,1,NA,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30
2021,3,A,골목상권,2110453,신사1동주민센터,137,4,1,NA,NA,17,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,36
2021,3,A,골목상권,2110454,선정중학교,84,3,1,NA,NA,12,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
2021,3,A,골목상권,2110455,역촌노인복지관,94,5,2,NA,NA,12,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,3,A,골목상권,2110456,구산보건지소,97,6,3,NA,NA,10,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,3,A,골목상권,2110457,예일여고,114,5,1,NA,NA,16,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,27
2021,3,A,골목상권,2110458,선일여고,72,3,NA,NA,NA,8,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,3,A,골목상권,2110459,응암역 2번,107,7,3,NA,1,14,2,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,23
2021,3,A,골목상권,2110460,구산역 4번,139,2,1,NA,1,19,5,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,37
2021,3,A,골목상권,2110461,새절역 2번,95,3,1,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27
2021,3,A,골목상권,2110462,갈현건영아파트,92,3,1,NA,NA,7,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,44
2021,3,A,골목상권,2110463,응암3동주민센터,100,3,2,NA,NA,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33
2021,3,A,골목상권,2110464,연신내역 5번,129,2,3,NA,1,16,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,37
2021,3,A,골목상권,2110465,연신내역 7번,170,4,4,1,NA,20,3,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,46
2021,3,A,골목상권,2110466,구산역 2번,113,2,3,NA,NA,17,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,27
2021,3,A,골목상권,2110467,은평요양병원,100,3,1,NA,NA,8,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,40
2021,3,A,골목상권,2110468,응암역 3번,164,8,3,NA,4,24,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,38
2021,3,A,골목상권,2110469,응암정보도서관,168,5,3,NA,1,18,3,1,2,1,4,NA,2,NA,NA,NA,NA,NA,NA,51
2021,3,A,골목상권,2110470,신진과학기술고등학교,90,1,2,NA,1,14,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,20
2021,3,A,골목상권,2110471,응암동우체국,152,4,4,NA,1,23,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,52
2021,3,A,골목상권,2110472,연신내역 4번,169,1,6,NA,1,16,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,38
2021,3,A,골목상권,2110473,구산역 1번,154,2,2,NA,1,16,2,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,40
2021,3,A,골목상권,2110474,세명컴퓨터고등학교,97,2,1,1,NA,9,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,32
2021,3,A,골목상권,2110475,백련산해모로아파트,90,2,2,NA,1,19,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2021,3,A,골목상권,2110476,역촌역 2번,62,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,3,A,골목상권,2110477,은평세무서,131,9,7,NA,3,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28
2021,3,A,골목상권,2110478,응암1동주민센터,102,6,7,NA,1,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,3,A,골목상권,2110479,연신내역 2번,148,4,4,1,NA,17,NA,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,30
2021,3,A,골목상권,2110480,연신내역 3번,124,1,4,NA,NA,12,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,32
2021,3,A,골목상권,2110481,불광역 7번,184,2,5,NA,1,23,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,39
2021,3,A,골목상권,2110482,연신초등학교,29,3,NA,NA,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,3,A,골목상권,2110483,연천초등학교,69,3,1,NA,NA,8,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,18
2021,3,A,골목상권,2110484,역촌역 3번,181,8,8,NA,3,19,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,40
2021,3,A,골목상권,2110485,연신내우체국,54,3,NA,NA,NA,4,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23
2021,3,A,골목상권,2110486,은평구청,96,7,6,NA,1,10,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,25
2021,3,A,골목상권,2110487,불광역 8번,148,6,5,NA,1,19,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23
2021,3,A,골목상권,2110488,우리은행응암동지점,94,6,6,NA,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26
2021,3,A,골목상권,2110489,불광역 3번,100,8,2,NA,1,9,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22
2021,3,A,골목상권,2110490,녹번동근린공원,96,10,3,NA,1,7,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,26
2021,3,A,골목상권,2110491,불광중학교,33,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,3,A,골목상권,2110492,하나고등학교,12,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2021,3,A,골목상권,2110493,북가좌초등학교,41,1,NA,NA,NA,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,12
2021,3,A,골목상권,2110494,증산3교남측,30,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12
2021,3,A,골목상권,2110495,북가좌2동주민센터,112,5,3,NA,NA,12,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,33
2021,3,A,골목상권,2110496,모래내우체국,106,4,4,NA,NA,15,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,3,A,골목상권,2110497,가좌역 3번,98,1,3,NA,1,10,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,21
2021,3,A,골목상권,2110498,증산역 1번,126,3,2,NA,1,16,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,33
2021,3,A,골목상권,2110499,연가초등학교,89,3,2,NA,NA,4,3,1,3,1,8,NA,NA,NA,NA,NA,NA,NA,NA,31
2021,3,A,골목상권,2110500,남가좌동현대아파트,54,1,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,3,A,골목상권,2110501,연희어린이공원,71,3,1,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29
2021,3,A,골목상권,2110502,남가좌파출소,103,5,4,NA,NA,9,1,2,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,3,A,골목상권,2110503,명지대학교교회,101,3,5,NA,NA,4,3,1,3,2,20,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,3,A,골목상권,2110504,명지전문대,51,NA,3,NA,NA,2,1,2,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,3,A,골목상권,2110505,홍남교남측,53,2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2021,3,A,골목상권,2110506,연희임광아파트,39,1,2,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,3,A,골목상권,2110507,명지대학교,110,4,4,NA,NA,9,2,3,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,34
2021,3,A,골목상권,2110508,서연중학교,97,1,5,NA,NA,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2021,3,A,골목상권,2110509,연희대우아파트앞,161,3,6,1,1,7,NA,NA,NA,NA,61,NA,NA,NA,3,NA,NA,NA,4,24
2021,3,A,골목상권,2110510,홍연시장,49,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,3,A,골목상권,2110511,연희초등학교,159,3,10,1,1,9,NA,1,NA,NA,60,NA,NA,NA,1,NA,NA,NA,NA,37
2021,3,A,골목상권,2110512,연희지하차도,66,5,1,1,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2021,3,A,골목상권,2110513,연희파출소,72,4,5,NA,NA,5,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,3,A,골목상권,2110514,서대문우체국,158,3,5,1,NA,14,NA,1,NA,NA,61,NA,NA,NA,2,NA,NA,NA,NA,29
2021,3,A,골목상권,2110515,홍은중학교,27,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2021,3,A,골목상권,2110516,정원여중,69,3,NA,1,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2021,3,A,골목상권,2110517,서대문소방서,43,4,1,NA,NA,1,NA,NA,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,3,A,골목상권,2110518,서대문구청,38,4,1,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,3,A,골목상권,2110519,서대문구보건소별관,77,5,NA,1,NA,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
2021,3,A,골목상권,2110520,경의중앙 신촌역,230,5,6,1,NA,14,NA,2,1,NA,61,1,NA,NA,2,NA,NA,NA,1,35
2021,3,A,골목상권,2110521,홍제역 4번,141,4,3,NA,2,24,NA,2,NA,NA,1,NA,4,NA,6,NA,NA,NA,1,26
2021,3,A,골목상권,2110522,홍제역 3번,128,4,2,NA,2,18,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,27
2021,3,A,골목상권,2110523,홍제성원아파트,38,1,1,NA,NA,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,3,A,골목상권,2110524,연희세브란스병원,144,1,4,1,NA,4,1,1,1,1,103,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,3,A,골목상권,2110525,홍은종합사회복지관,101,3,2,NA,NA,11,1,1,NA,NA,3,NA,4,NA,6,NA,NA,NA,NA,39
2021,3,A,골목상권,2110526,봉원사,163,2,4,1,NA,2,1,NA,NA,1,120,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,3,A,골목상권,2110527,홍제역 2번,177,5,5,NA,2,26,2,1,NA,NA,NA,NA,4,NA,7,NA,NA,NA,1,38
2021,3,A,골목상권,2110528,서울여자간호대학교,86,4,1,NA,NA,8,2,2,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,36
2021,3,A,골목상권,2110529,홍제3동주민센터,145,4,3,NA,2,19,2,3,1,NA,NA,NA,4,NA,8,NA,NA,NA,1,49
2021,3,A,골목상권,2110530,아현역 1번,96,2,2,NA,1,14,1,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,23
2021,3,A,골목상권,2110531,홍지문,63,3,1,NA,NA,NA,1,1,2,1,15,NA,NA,NA,NA,NA,NA,NA,NA,29
2021,3,A,골목상권,2110532,아현역 2번,107,4,4,NA,1,12,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,29
2021,3,A,골목상권,2110533,충정로역 7번,99,4,4,NA,1,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,33
2021,3,A,골목상권,2110534,경기대학교,91,2,3,NA,NA,NA,1,1,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,3,A,골목상권,2110535,영천시장입구,119,4,2,NA,NA,8,NA,1,1,NA,11,NA,NA,NA,1,NA,NA,NA,NA,50
2021,3,A,골목상권,2110536,돈의문센트레빌아파트입구,139,4,5,1,NA,12,NA,2,2,1,20,NA,NA,NA,1,NA,NA,NA,1,41
2021,3,A,골목상권,2110537,충정로현대아파트,134,7,8,NA,NA,4,NA,2,1,1,10,NA,NA,NA,NA,NA,NA,NA,3,45
2021,3,A,골목상권,2110538,충정로역 3번,91,6,5,NA,NA,7,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,29
2021,3,A,골목상권,2110539,미근동,129,7,9,NA,NA,6,NA,2,2,4,3,NA,NA,NA,1,NA,NA,NA,1,41
2021,3,A,골목상권,2110540,망원나들목체육관,27,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19
2021,3,A,골목상권,2110541,동교초등학교,78,3,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,40
2021,3,A,골목상권,2110542,마포구청역 7번,67,3,NA,NA,NA,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,28
2021,3,A,골목상권,2110543,중암중학교,47,NA,2,NA,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,3,A,골목상권,2110544,망리단길,167,4,4,NA,NA,19,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,55
2021,3,A,골목상권,2110545,마포구청역 1번,62,5,1,NA,NA,4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,20
2021,3,A,골목상권,2110546,양화대교북단,35,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,3,A,골목상권,2110547,KB국민은행 망원동지점,106,4,3,NA,NA,13,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,22
2021,3,A,골목상권,2110548,마포구청역 4번,71,4,1,NA,NA,7,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,16
2021,3,A,골목상권,2110549,새터산,61,5,1,NA,NA,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,3,A,골목상권,2110550,합정역 8번,123,5,6,NA,NA,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31
2021,3,A,골목상권,2110551,성서초등학교,86,1,3,NA,NA,11,NA,2,2,1,1,NA,NA,NA,1,NA,NA,NA,1,18
2021,3,A,골목상권,2110552,성미산체육관,55,5,1,NA,NA,3,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,19
2021,3,A,골목상권,2110553,가좌역 2번,87,3,3,NA,NA,9,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27
2021,3,A,골목상권,2110554,망원역 1번,109,4,3,NA,NA,10,2,3,1,1,1,NA,NA,NA,1,NA,NA,NA,1,33
2021,3,A,골목상권,2110555,홍익지구대,71,3,6,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20
2021,3,A,골목상권,2110556,절두산순교성지,21,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,3,A,골목상권,2110557,홍대부속여중고앞,88,3,4,NA,NA,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,41
2021,3,A,골목상권,2110558,경성고등학교,142,6,3,NA,1,14,3,2,3,3,1,NA,1,NA,1,NA,NA,NA,1,51
2021,3,A,골목상권,2110559,성산중학교,78,4,1,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24
2021,3,A,골목상권,2110560,마포FM,69,1,4,NA,NA,4,3,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,3,A,골목상권,2110561,상수역 4번,42,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,3,A,골목상권,2110562,연트럴파크(연남동주민센터),52,2,1,NA,NA,4,1,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,22
2021,3,A,골목상권,2110563,상수역 3번,43,2,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,17
2021,3,A,골목상권,2110564,홍대입구역 3번,108,1,5,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,21
2021,3,A,골목상권,2110565,홍익대,62,1,3,NA,NA,4,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,3,A,골목상권,2110566,경의선책거리,177,3,8,NA,NA,15,NA,2,NA,NA,18,NA,NA,NA,3,NA,NA,NA,4,47
2021,3,A,골목상권,2110567,광흥창역 6번,88,4,2,NA,NA,4,1,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,27
2021,3,A,골목상권,2110568,광흥창역 1번,89,3,2,NA,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41
2021,3,A,골목상권,2110569,홍대땡땡거리,182,3,5,NA,1,14,NA,1,NA,NA,1,NA,NA,NA,4,NA,NA,NA,1,52
2021,3,A,골목상권,2110570,KB국민은행 서강지점,37,2,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,3,A,골목상권,2110571,신수동주민센터,80,6,1,NA,NA,6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,31
2021,3,A,골목상권,2110572,서강대역 1번,255,7,6,NA,1,18,1,1,1,1,26,NA,NA,NA,4,NA,NA,NA,3,63
2021,3,A,골목상권,2110573,신촌역 6번,151,3,4,NA,NA,9,NA,1,1,NA,25,NA,NA,NA,5,NA,NA,NA,2,19
2021,3,A,골목상권,2110574,서강대학교,70,3,2,NA,NA,4,NA,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,1,14
2021,3,A,골목상권,2110575,대흥동주민센터,180,5,5,NA,NA,10,NA,1,1,NA,25,NA,NA,NA,1,NA,NA,NA,1,22
2021,3,A,골목상권,2110576,대흥역 3번,84,6,2,NA,NA,7,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,34
2021,3,A,골목상권,2110577,용강동주민센터,66,5,4,NA,NA,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,21
2021,3,A,골목상권,2110578,대흥역 2번,125,6,3,NA,NA,7,2,1,2,4,27,NA,NA,NA,NA,NA,NA,NA,1,33
2021,3,A,골목상권,2110579,마포역 4번,59,2,3,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,23
2021,3,A,골목상권,2110580,양원초등학교,102,3,2,NA,NA,9,NA,1,NA,1,26,NA,NA,NA,1,NA,NA,NA,1,18
2021,3,A,골목상권,2110581,염리초등학교,69,6,5,NA,NA,9,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,3,A,골목상권,2110582,이대역 5번,92,1,2,NA,NA,12,NA,3,NA,1,1,NA,NA,NA,2,NA,NA,NA,1,20
2021,3,A,골목상권,2110583,공덕래미안3차아파트,60,6,7,NA,NA,3,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2021,3,A,골목상권,2110584,아현역 4번,113,2,3,NA,1,16,1,2,1,1,1,NA,NA,NA,1,NA,NA,NA,1,27
2021,3,A,골목상권,2110585,마포경찰서,77,8,6,NA,NA,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7
2021,3,A,골목상권,2110586,서울서부지방법원,133,10,12,NA,NA,11,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,23
2021,3,A,골목상권,2110587,공덕동주민센터,101,6,5,NA,NA,12,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,28
2021,3,A,골목상권,2110588,한겨레신문사,81,4,2,NA,NA,9,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,29
2021,3,A,골목상권,2110589,애오개역 3번,75,3,1,NA,1,10,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,24
2021,3,A,골목상권,2110590,만리재,77,3,1,NA,NA,10,NA,2,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,21
2021,3,A,골목상권,2110591,충정로역 6번,93,5,2,NA,1,6,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,31
2021,3,A,골목상권,2110592,서울금융고등학교,49,4,2,NA,1,8,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2021,3,A,골목상권,2110593,신월3동주민센터,68,5,2,NA,1,9,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2021,3,A,골목상권,2110594,신월중학교,38,3,NA,NA,1,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,3,A,골목상권,2110595,메디힐병원,95,6,3,NA,2,10,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,3,A,골목상권,2110596,서서울호수공원,58,4,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,3,A,골목상권,2110597,신월1동주민센터,88,4,4,NA,2,16,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,3,A,골목상권,2110598,신월문화체육센터,63,6,1,NA,NA,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,3,A,골목상권,2110599,신월1파출소,81,2,1,NA,NA,15,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,3,A,골목상권,2110600,신월7동주민센터,58,5,1,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,3,A,골목상권,2110601,신월1동우편취급국,91,4,1,NA,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,3,A,골목상권,2110602,신월시영아파트중문,64,4,3,NA,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
